[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.030973s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.031834s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.005166s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.005404s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.079851s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.080164s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004170s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.003530s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003262s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003524s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015040s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004158s ]
[ 2015-01-24T16:39:10+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004334s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004012s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004359s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.005977s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.006261s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.062002s ]
[ 2015-01-24T16:39:24+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.062275s ]
