[ 2015-01-30T10:35:22+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.047805s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.048790s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.026167s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.026319s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.107743s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.107878s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004011s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004206s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003367s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003953s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015935s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003677s ]
[ 2015-01-30T10:35:23+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003773s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003596s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003926s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.013716s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.013884s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.082203s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.082354s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.002998s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.003477s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002864s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003218s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012940s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003824s ]
[ 2015-01-30T10:59:31+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003971s ]
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.019325s ]
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.019625s ]
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.007316s ]
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.007717s ]
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-30T11:08:38+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
