[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.165628s ]
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.199063s ]
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.268929s ]
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.269189s ]
[ 2015-01-09T08:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 18 行.
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.759121s ]
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.759354s ]
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.171160s ]
[ 2015-01-09T08:05:37+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.057656s ]
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.142455s ]
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.161970s ]
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.534077s ]
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.053098s ]
[ 2015-01-09T08:05:38+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.053343s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007073s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.007396s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.013814s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.014057s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 18 行.
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.104470s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.104661s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004431s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004464s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003949s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004439s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.017783s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005223s ]
[ 2015-01-09T08:30:37+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005412s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002376s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002720s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001636s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001866s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 18 行.
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.040942s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.041167s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001644s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001701s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001047s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001973s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006935s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001874s ]
[ 2015-01-09T08:31:17+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002081s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004996s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005334s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.054331s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.054668s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 18 行.
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.116109s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.116339s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.003680s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004111s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003146s ]
[ 2015-01-09T08:33:29+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004410s ]
