[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003979s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.032266s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.041969s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.042110s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.216987s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.217604s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.012426s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.002950s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002716s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003453s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.021834s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002443s ]
[ 2015-04-27T13:56:55+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002508s ]
