[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.098478s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.115459s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.025087s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.025362s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.183786s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.184016s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.061917s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.020919s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.010212s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.013411s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.107160s ]
[ 2015-01-08T06:15:34+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-08T06:15:35+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.017554s ]
[ 2015-01-08T06:15:35+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.017806s ]
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007611s ]
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.007985s ]
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.022779s ]
[ 2015-01-08T06:20:43+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.023060s ]
