[ 2015-04-06T13:04:56+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.021828s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.047784s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.050204s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.050344s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.187289s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.187374s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.008265s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.002872s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004221s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002982s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.018675s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002635s ]
[ 2015-04-06T13:04:57+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002717s ]
