[ 2015-05-25T14:22:33+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.036794s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.061041s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.064807s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.064979s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 36 行.
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.203023s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.203122s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.008821s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.003207s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002777s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003019s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.018151s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002758s ]
[ 2015-05-25T14:22:34+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002876s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001933s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002116s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002711s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002840s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 36 行.
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021405s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021539s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.002158s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001662s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001347s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001651s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007077s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001653s ]
[ 2015-05-25T16:53:00+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001731s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.001282s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001433s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000923s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001001s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.004289s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004461s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.051361s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.051506s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001695s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001899s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001721s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001961s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007524s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001867s ]
[ 2015-05-25T16:53:14+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001972s ]
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.001253s ]
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001398s ]
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000819s ]
[ 2015-05-25T16:53:15+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000893s ]
[ 2015-05-25T16:53:18+08:00 ] /gisproject/index.php/Index/index/username/ | INFO: Tag[ route_check ] --START--
