[ 2014-12-19T17:17:17+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-19T17:17:17+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.143247s ]
[ 2014-12-19T17:17:17+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.194297s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.099190s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.103222s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.134158s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.134454s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.471394s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.471700s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.027110s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.038724s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.012564s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.065644s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.144851s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.024680s ]
[ 2014-12-19T17:17:19+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.024926s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004782s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005144s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.013911s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.006800s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.008019s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.008250s ]
[ 2014-12-19T17:23:38+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.068170s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.068453s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004698s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.005485s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004570s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.005723s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.021285s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004983s ]
[ 2014-12-19T17:23:39+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005224s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007254s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.007561s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.011921s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.007185s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.008036s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.008297s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.100225s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.100502s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004220s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004272s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003641s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004382s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.017129s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004899s ]
[ 2014-12-19T17:28:01+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005098s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004571s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004867s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.026603s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.004949s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.008586s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.008867s ]
[ 2014-12-19T17:28:10+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
