[ 2014-12-26T21:36:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-26T21:36:27+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.090911s ]
[ 2014-12-26T21:36:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.151343s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.500250s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp ASC  [ RunTime:0.208167s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  16 IndexAction.class.php 第 30 行.
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.065026s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.065309s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.287553s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.287829s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.037295s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.025033s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.010828s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.006153s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.080015s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.012420s ]
[ 2014-12-26T21:36:31+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.012658s ]
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.009959s ]
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.015166s ]
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.014819s ]
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp ASC  [ RunTime:0.006795s ]
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  16 IndexAction.class.php 第 30 行.
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-26T21:39:44+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.009619s ]
