[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.114655s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.178057s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.013525s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.013736s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.118470s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.118627s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.032499s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004175s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003816s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.006994s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.048022s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004423s ]
[ 2015-03-13T14:21:40+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004627s ]
