[ 2015-02-22T08:01:32+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-22T08:01:32+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.033862s ]
[ 2015-02-22T08:01:32+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.057065s ]
[ 2015-02-22T08:01:32+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.026392s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.026547s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.118591s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.118726s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.008848s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.005249s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003883s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.005106s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.023546s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004134s ]
[ 2015-02-22T08:01:33+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004254s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.001951s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002168s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001293s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001406s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.020008s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.020163s ]
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-22T08:05:53+08:00 ] /gisproject/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.063301s ]
