[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001508s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001614s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001920s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001995s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014119s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014188s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001232s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001193s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001268s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001375s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005237s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001479s ]
[ 2015-05-09T00:00:21+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001537s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001433s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001577s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001969s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002039s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014317s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014380s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001241s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001243s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001061s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001301s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005010s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001332s ]
[ 2015-05-09T00:00:24+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001391s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000677s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000794s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000493s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000558s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011279s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011349s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000520s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.000472s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000313s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000551s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002021s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000555s ]
[ 2015-05-09T00:00:57+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000615s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000669s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000776s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000466s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000531s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010549s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010614s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000485s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.000492s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000378s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000696s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002220s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000567s ]
[ 2015-05-09T00:01:27+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000624s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001470s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001583s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002012s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002084s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014208s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014278s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001240s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001198s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001143s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001952s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005725s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001318s ]
[ 2015-05-09T00:01:47+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001376s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001756s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001892s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001978s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002046s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.016104s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016174s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001421s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001367s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001074s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001344s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005382s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001340s ]
[ 2015-05-09T00:05:18+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001398s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001392s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001500s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001913s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001985s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.013806s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013874s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001546s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001305s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001065s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001335s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005443s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001342s ]
[ 2015-05-09T00:05:21+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001399s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000672s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000780s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000468s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000532s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011185s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011251s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000507s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.000464s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000311s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000548s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001989s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000553s ]
[ 2015-05-09T00:05:36+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000609s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000797s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000923s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000546s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000626s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012139s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012210s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000485s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.000467s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000312s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000568s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001993s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000572s ]
[ 2015-05-09T00:05:45+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000628s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001405s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001516s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001922s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001990s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014257s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014324s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001236s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001240s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001052s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001283s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004976s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001306s ]
[ 2015-05-09T00:07:41+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001364s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001513s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001625s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002079s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002148s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015454s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015522s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001493s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001268s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001092s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001646s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005681s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001297s ]
[ 2015-05-09T00:08:30+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001356s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001437s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001547s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001953s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002086s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.013940s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014009s ]
[ 2015-05-09T00:09:09+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
