[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001588s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001734s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002580s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002689s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.054480s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.054558s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001296s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001554s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001085s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001332s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005448s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001502s ]
[ 2015-03-24T10:18:51+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001568s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000786s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000912s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000539s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000643s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.015075s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015160s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000718s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.000766s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000635s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000639s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003020s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000709s ]
[ 2015-03-24T10:20:30+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000784s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.000993s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001103s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000634s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000690s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.015640s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.015749s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.052109s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.052221s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001560s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001550s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001136s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001393s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005824s ]
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2015-03-24T10:22:51+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001451s ]
