[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.060792s ]
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.061864s ]
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.005992s ]
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.006174s ]
[ 2015-04-15T19:46:57+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.176921s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.177058s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.025203s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.003170s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002051s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002593s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.033334s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003345s ]
[ 2015-04-15T19:46:58+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003435s ]
