[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.034073s ]
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.057639s ]
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.083738s ]
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.083910s ]
[ 2015-01-31T14:00:25+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.786796s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.786903s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.080069s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.052428s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.026096s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.035827s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.194875s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.012961s ]
[ 2015-01-31T14:00:26+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.013108s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001503s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001732s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001050s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001185s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022883s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023022s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.000994s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001092s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000675s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001297s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004395s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001267s ]
[ 2015-01-31T14:01:09+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001390s ]
[ 2015-01-31T14:02:13+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-31T14:02:13+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.229016s ]
[ 2015-01-31T14:02:13+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.229256s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.076387s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.076592s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 20 行.
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.283978s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.284144s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.021885s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.021157s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003527s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004629s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.051651s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.030313s ]
[ 2015-01-31T14:02:14+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.030454s ]
