[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.043732s ]
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.044633s ]
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.031835s ]
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.031976s ]
[ 2015-02-18T19:15:52+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.095724s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.095829s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.003897s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.003298s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002623s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002809s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012901s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003523s ]
[ 2015-02-18T19:15:53+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003616s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.004089s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004304s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003246s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003728s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.019967s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.020132s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.070360s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.070536s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.002706s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.003237s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002318s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.004254s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012869s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002898s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003018s ]
[ 2015-02-18T19:16:06+08:00 ] /gisproject/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
