[ 2014-12-14T06:21:05+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-14T06:21:05+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.137132s ]
[ 2014-12-14T06:21:05+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.163442s ]
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.170360s ]
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.157510s ]
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.262962s ]
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.263239s ]
[ 2014-12-14T06:21:06+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.352985s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.353268s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.013316s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.006929s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.023419s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.015592s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.059971s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.025734s ]
[ 2014-12-14T06:21:07+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.025988s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004639s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004965s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.011985s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.005909s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.008303s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.008547s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.079009s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.079253s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004154s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.004595s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003206s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004213s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.016681s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003910s ]
[ 2014-12-14T06:23:04+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004080s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.025757s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.026157s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.017672s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.006005s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.009866s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.010091s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.069330s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.069599s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.005170s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.005669s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004467s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.005126s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.021207s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.004309s ]
[ 2014-12-14T06:27:00+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.004526s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.020685s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.021040s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.010220s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.004690s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.006725s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.006922s ]
[ 2014-12-14T06:27:27+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
