[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.036099s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.057400s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.022307s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.022563s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 14 行.
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.182773s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.182967s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.011524s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.008272s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.009980s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.013878s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.044400s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.008960s ]
[ 2014-11-27T09:01:52+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.009262s ]
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.033280s ]
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.033724s ]
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.009728s ]
[ 2014-11-27T09:54:32+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.009999s ]
