[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.032017s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.055437s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.030099s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.030363s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.118127s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.118324s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.004225s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.005509s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003826s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.004946s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.019038s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.005383s ]
[ 2015-01-07T18:37:46+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.005569s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.010876s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.011336s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.011447s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.011859s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 21 行.
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.089702s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.090011s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.007333s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.006138s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.004223s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.009178s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.029921s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.006398s ]
[ 2015-01-07T18:40:34+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.006678s ]
[ 2015-01-07T18:52:56+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-01-07T18:52:56+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.006114s ]
[ 2015-01-07T18:52:56+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.006596s ]
[ 2015-01-07T18:52:56+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-01-07T18:52:56+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.010085s ]
