[ 2014-12-13T06:44:28+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-13T06:44:28+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.036897s ]
[ 2014-12-13T06:44:28+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.056965s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.086163s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.080193s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.021491s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.021748s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.092052s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.092307s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.014621s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.005808s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.005399s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.009519s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.035969s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.007403s ]
[ 2014-12-13T06:44:29+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.007879s ]
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.005303s ]
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005650s ]
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | SQL: SHOW COLUMNS FROM `tb_point` [ RunTime:0.012805s ]
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | SQL: SELECT timestamp,AsText(point),type,name,introduce,attention,score,uri FROM tb_point order by AsText(point),timestamp DESC  [ RunTime:0.005072s ]
[ 2014-12-13T06:45:21+08:00 ] /gisproject/ | NOTIC: [8] Undefined offset:  8 IndexAction.class.php 第 30 行.
