[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001727s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001881s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --START--
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002271s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002391s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --START--
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 36 行.
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 37 行.
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022942s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023013s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --START--
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run ContentReplace Behavior [ RunTime:0.001352s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run TokenBuild Behavior [ RunTime:0.001435s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001117s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001396s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005465s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --START--
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001353s ]
[ 2015-05-13T05:29:55+08:00 ] /gisproject/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001409s ]
[ 2015-05-13T10:58:25+08:00 ] /gisproject/ | INFO: Tag[ app_begin ] --START--
[ 2015-05-13T10:58:25+08:00 ] /gisproject/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.026713s ]
